0,0.01832294464111328
1,0.0175936222076416
2,0.016520977020263672
3,0.020720958709716797
4,0.018172264099121094
5,0.01818227767944336
6,0.021556615829467773
7,0.022827625274658203
8,0.021555662155151367
9,0.02141857147216797
10,0.01861739158630371
11,0.016390085220336914
12,0.024262189865112305
13,0.01712179183959961
14,0.02147698402404785
15,0.022797584533691406
16,0.02023768424987793
17,0.024046897888183594
18,0.021352052688598633
19,0.019792556762695312
20,0.01667499542236328
21,0.01844310760498047
22,0.018381595611572266
23,0.017521381378173828
24,0.01769566535949707
25,0.01949286460876465
26,0.01692366600036621
27,0.020343780517578125
28,1.2748439311981201
29,0.016091108322143555
30,0.017287492752075195
31,0.02953338623046875
32,0.016688823699951172
33,0.01786661148071289
34,-1.2345561981201172
35,0.01775383949279785
36,0.02104043960571289
37,0.01893782615661621
38,0.017529726028442383
39,0.01968836784362793
40,0.019180774688720703
41,0.019394636154174805
42,0.022087812423706055
43,0.022327423095703125
44,0.020477771759033203
45,0.0176849365234375
46,0.019634246826171875
47,0.023320436477661133
48,0.015444040298461914
49,0.025919437408447266
50,0.016021728515625
51,0.019542455673217773
52,0.017763853073120117
53,0.024146318435668945
54,0.017019987106323242
55,0.018982410430908203
56,0.0
57,0.017291545867919922
58,0.021273136138916016
59,0.01844191551208496
60,0.018105745315551758
61,0.018427371978759766
62,0.020050764083862305
63,0.01587224006652832
64,0.023442745208740234
65,0.031355857849121094
66,0.018945693969726562
67,0.021181106567382812
68,0.020094871520996094
69,0.016146421432495117
70,0.01743316650390625
71,0.017667293548583984
72,0.01869034767150879
73,0.016605854034423828
74,0.0249788761138916
75,0.0
76,0.025239944458007812
77,0.01614546775817871
78,0.02783203125
79,0.018402814865112305
80,0.01793527603149414
81,0.017835140228271484
82,0.01928997039794922
83,0.020473241806030273
84,0.01705479621887207
85,0.020694255828857422
86,0.021922588348388672
87,0.017855167388916016
88,0.021848440170288086
89,0.018181324005126953
90,0.018700838088989258
91,0.01891016960144043
92,0.0178072452545166
93,0.01998281478881836
94,0.017318010330200195
95,0.015791893005371094
96,0.022922754287719727
97,0.02383255958557129
98,0.022387981414794922
99,0.0210726261138916
100,0.029255390167236328
101,0.04510307312011719
102,0.029268264770507812
103,0.025185346603393555
104,0.019450664520263672
105,0.019096851348876953
106,0.020007610321044922
107,0.019743919372558594
108,0.023287057876586914
109,0.02067875862121582
110,0.020468950271606445
111,0.0192105770111084
112,0.016394853591918945
113,0.018704652786254883
114,0.017552614212036133
115,0.017664194107055664
116,0.02740478515625
117,0.017442941665649414
118,0.020461082458496094
119,0.026418685913085938
120,0.01790452003479004
121,0.016848087310791016
122,0.022955656051635742
123,0.0306704044342041
124,0.023186683654785156
125,0.01807999610900879
126,0.017485618591308594
127,0.023072004318237305
128,0.02037644386291504
129,0.01907801628112793
130,0.019340991973876953
131,0.01821732521057129
132,0.016513824462890625
133,0.018982648849487305
134,0.01829671859741211
135,0.018510103225708008
136,0.020550966262817383
137,0.0194394588470459
138,0.02926778793334961
139,0.020041465759277344
140,0.021635770797729492
141,0.019672393798828125
142,0.016925811767578125
143,0.018570423126220703
144,0.0
145,0.018680095672607422
146,0.027137041091918945
147,0.018906354904174805
148,0.0
149,0.020496606826782227
150,0.021784067153930664
151,0.0235595703125
152,0.01714944839477539
153,0.027276039123535156
154,0.01868152618408203
155,0.0
156,0.0
157,0.015693187713623047
158,0.016729116439819336
159,0.020531654357910156
160,0.014824867248535156
161,0.01864790916442871
162,0.01781487464904785
163,0.018929004669189453
